scientificName
Halictus tripartitus
Agapostemon angelicus
Halictus ligatus
Lasioglossum microlepoides
Lasioglossum aurora
Perdita calloleuca
Lasioglossum semicaeruleum
Lasioglossum
Agapostemon
Osmia
